Start;Weert;Bornem;Wintam;Ruisbroek;Breendonk;Steenhuffel;Peizegem;Buggenhout;Opdorp;Lippelo;Puurs;Oppuurs;Sint_Amands;Branst;Aankomst;Totaal
0;5.681360208;5.410560946;5.577353993;5.697767681;4.908530668;4.996419633;4.065344559;5.00769759;4.553783279;4.857534107;4.72133929;4.267888563;4.622076412;4.581116473;5.240273288;5.034375915
