Start;Weert;Bornem;Wintam;Ruisbroek;Breendonk;Steenhuffel;Peizegem;Buggenhout;Opdorp;Lippelo;Puurs;Oppuurs;Sint-Amands;Branst;Aankomst
1.33;7.72;18.11;25.09;31.67;40.52;51.12;56.95;63.39;68.8;73.12;80.19;84.22;89.34;94.22;100
